record_id,question_id,llm_decision,llm_reason_codes,llm_confidence,llm_model,llm_reasoning_effort,decision_authority,status
REC-PUBMED-10778468,B3,deprioritize,exposure|outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10785221,B3,deprioritize,off_topic|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10787117,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-107900,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1079005,B1,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1079005,B2,deprioritize,population|animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10796453,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10798206,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10801020,B2,deprioritize,exposure|outcome|off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10804016,A1,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10805471,A1,retain,population|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10806559,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10806572,B2,deprioritize,exposure|human_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10809383,B2,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10823256,A1,retain,exposure|human_signal|design_signal|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10828307,B2,deprioritize,exposure|design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10829076,A1,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10835711,A1,retain,population|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10835901,B1,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1084176,B2,deprioritize,animal_term_present|design_signal|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10850575,A1,retain,population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10858859,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10860133,A1,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10864707,A1,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10872191,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10874063,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10875148,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10881823,A1,retain,human_signal|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10885718,B2,deprioritize,population|exposure|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10886201,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10890474,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10890885,B3,deprioritize,off_topic|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10897597,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1089817,B3,deprioritize,exposure|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10898277,A2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10899345,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1090150,B2,deprioritize,exposure|human_signal|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10908494,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10910581,B2,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10912536,B2,deprioritize,outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10912539,B2,deprioritize,exposure|outcome|population|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10912641,A1,retain,human_signal|population|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10916079,B2,deprioritize,off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10917378,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10917896,A1,deprioritize,exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10919963,B1,deprioritize,off_topic|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10920216,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10920504,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10927029,B2,deprioritize,population|exposure|outcome|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10928467,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10929423,B2,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10929425,B3,retain,population|human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10930223,A2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10930895,A2,deprioritize,off_topic|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10935417,B2,retain,exposure|outcome|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10939307,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10939553,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1094256,B2,deprioritize,exposure|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10953352,B2,deprioritize,animal_term_present|off_topic|exposure|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10958237,B2,deprioritize,off_topic|outcome|human_signal|exposure,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10959618,B1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10959766,A1,retain,exposure|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10963245,A1,retain,exposure|population|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10963462,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10963635,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10968683,B1,deprioritize,exposure|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10969908,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10972662,B2,retain,population|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10972666,B2,deprioritize,animal_term_present|off_topic|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10972691,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10973682,A1,deprioritize,exposure|outcome|animal_term_present|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10975319,B2,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10977001,B2,deprioritize,exposure|off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10977787,B2,deprioritize,population|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10978396,B2,retain,population|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10981491,B2,deprioritize,human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10982140,B1,deprioritize,animal_term_present|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10982163,B1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10982163,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10993569,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-10996297,B2,deprioritize,animal_term_present|off_topic|exposure|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11003603,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11005203,B3,deprioritize,off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11005937,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11007682,B2,deprioritize,animal_term_present|exposure|off_topic|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11012914,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11014687,B2,deprioritize,off_topic|exposure,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11030205,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11033475,B2,deprioritize,exposure|outcome|population|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11033842,B2,deprioritize,off_topic|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11034038,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11034045,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11034739,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11039261,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11040869,B1,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11044231,B3,retain,exposure|outcome|population|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1104994,B2,deprioritize,off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11054979,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11055879,B2,deprioritize,population|exposure|outcome|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11071450,B3,retain,exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11073568,B2,deprioritize,population|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11075768,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11076106,B2,deprioritize,exposure|off_topic|population|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11076107,B2,deprioritize,human_signal|exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11078761,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11079260,A2,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11092220,A1,retain,population|exposure|outcome|human_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11093687,B2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11095092,B2,deprioritize,outcome|off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11100667,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11101159,A2,deprioritize,design_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11101234,B3,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11103757,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11108906,A2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11109505,A1,retain,exposure|outcome|population|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11110384,B2,deprioritize,animal_term_present|population|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11111942,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11111993,A2,deprioritize,exposure|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11113729,B1,deprioritize,off_topic|outcome|human_signal|design_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11115445,A2,deprioritize,off_topic|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11117106,B2,deprioritize,exposure|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11117107,B2,deprioritize,off_topic|insufficient_abstract|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1112096,B2,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11125420,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11126275,A1,deprioritize,human_signal|design_signal|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11127214,B2,deprioritize,human_signal|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11127851,A1,retain,population|exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11128244,A1,retain,outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11130219,A1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11134112,B2,uncertain,exposure|outcome|human_signal|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11135054,B1,deprioritize,population|outcome|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11135080,B1,retain,exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11147064,B2,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11148683,B2,deprioritize,exposure|population|off_topic|human_signal,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11149211,B2,deprioritize,population|outcome|exposure|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11154112,A1,deprioritize,animal_term_present|exposure|outcome,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1115441,B2,deprioritize,exposure|outcome|human_signal|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11154728,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11156698,B3,retain,exposure|outcome|design_signal|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11156699,B3,deprioritize,outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11156704,B2,retain,human_signal|outcome|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11161021,B3,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11167636,B2,deprioritize,outcome|human_signal|exposure|off_topic,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11169031,B3,deprioritize,population|exposure|outcome|insufficient_abstract,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11170646,A2,deprioritize,off_topic|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11171726,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11171957,A1,retain,exposure|outcome|human_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11173686,B2,deprioritize,exposure|population|outcome,medium,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1117414,B3,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-1117528,B1,deprioritize,off_topic|exposure|outcome|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11179740,B2,deprioritize,off_topic|design_signal|animal_term_present,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11186249,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11194535,A1,retain,exposure|outcome|human_signal|design_signal|population,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11195313,B2,retain,population|exposure|outcome|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11197755,B2,deprioritize,animal_term_present|exposure|outcome|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11198768,A1,retain,population|exposure|outcome|human_signal|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11200666,B2,deprioritize,off_topic|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11213385,B2,deprioritize,exposure|off_topic|population|human_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11215221,B1,retain,population|human_signal|exposure|outcome|design_signal,high,gpt-5-mini,low,ai_exploratory_only,ok
REC-PUBMED-11221920,B2,deprioritize,animal_term_present|off_topic,high,gpt-5-mini,low,ai_exploratory_only,ok
