sample_id,record_id,question_id,title,abstract,source,evidence_basis,P,I,C,O,S
v3ref-0173,pubmed:25117752,HRS3_PREGNANCY,Seasonal variations of vitamin D concentrations in pregnant women and neonates in Slovenia.,"OBJECTIVE: While foreign research shows a high prevalence of vitamin D deficiency in pregnant women and consequently in neonates, we do not have any data on vitamin D concentration in these risk groups for Slovenia. We performed a prospective study to evaluate vitamin D concentration in pregnant women and neonates in Maribor region.
STUDY DESIGN: We determined 25-hydroxy-vitamin D concentration from blood samples taken before delivery from 100 pregnant women who gave birth in Maribor University Clinical Centre in September and December 2013, respectively, and from the cord blood of their neonates. We collected data on nutrition and sun exposure during pregnancy. We calculated the vitamin D concentrations in pregnant women and neonates according to season of birth and use of nutrition supplements, determined the vitamin D levels in some pregnancy complications and checked the correlation of maternal and neonatal vitamin D concentrations.
RESULTS: The average vitamin D concentration in the September group was 54.3±25.2nmol/L, and in the December group 33.3±18.6nmol/L (p<0.001). Optimal vitamin D concentration (>80nmol/L) was reached by 12.0% of pregnant women in September and by only 2.0% in December. Women who took nutrition supplements containing vitamin D during pregnancy had significantly higher vitamin D levels than those who did not (September 68.9±27.0nmol/L vs. 46.5±20.3nmol/L, p<0.001; December 38.7±17.9nmol/L vs. 30.2±18.4nmol/L, p=0.028). Neonates had higher average levels of vitamin D than their mothers but there was a good correlation between maternal and neonatal vitamin D values.
CONCLUSION: Vitamin D deficiency is very common in pregnant women in Slovenia as well, especially in winter and in those women who do not take nutrition supplements containing vitamin D.",pubmed,abstract,임신부와 태아 또는 신생아,임신 중 식이보충제 또는 허브 보충제 노출,"비노출, 위약 또는 통상 산전관리","산모 독성, 임신 합병증, 선천성 이상, 태아·신생아 이상반응","무작위시험, 임신 코호트, 환자-대조군, 등록자료 연구, 증례군, 체계적 고찰"
v3ref-0174,pubmed:28018115,HRS4_LIVER_DISEASE,Dangerous dietary supplements: Garcinia cambogia-associated hepatic failure requiring transplantation.,"Commercial dietary supplements are marketed as a panacea for the morbidly obese seeking sustainable weight-loss. Unfortunately, many claims cited by supplements are unsupported and inadequately regulated. Most concerning, however, are the associated harmful side effects, often unrecognized by consumers. Garcinia cambogia extract and Garcinia cambogia containing products are some of the most popular dietary supplements currently marketed for weight loss. Here, we report the first known case of fulminant hepatic failure associated with this dietary supplement. One active ingredient in this supplement is hydroxycitric acid, an active ingredient also found in weight-loss supplements banned by the Food and Drug Administration in 2009 for hepatotoxicity. Heightened awareness of the dangers of dietary supplements such as Garcinia cambogia is imperative to prevent hepatoxicity and potential fulminant hepatic failure in additional patients.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0175,pubmed:11787086,HRS4_LIVER_DISEASE,[Can liver tolerate chinese medicinal herbs?].,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0176,pubmed:42010989,HRS4_LIVER_DISEASE,Flavonoids from Radix Puerariae Alleviated Alcoholic Liver Disease via PI3K/AKT Signaling Pathway.,"Alcoholic Liver Disease (ALD) represents a spectrum of hepatic disorders resulting from chronic excessive alcohol consumption. Radix Puerariae, the dried root of Pueraria Lobata (Willd.) Ohwi has been traditionally used to both counteract alcohol toxicity and protect the liver. Flavonoids, including puerarin, daidzein, and genistein, are the main bioactive components of Radix Puerariae. However, their specific mechanisms of action against ALD remain unclear. In this study, we therefore evaluated the hepatoprotective effects of the flavonoid from Radix Puerariae (FRP) using both in vitro and in vivo ALD models, and assessed the extent of pathological damage using Hematoxylin-Eosin (HE) staining. The relevant assay kits were used to measure inflammatory responses and oxidative stress-related indicators. In addition, a combination of metabolomics and network pharmacology was used to elucidate the PI3K/AKT signaling pathway as a potential mechanism of FRP-based ALD treatment. Western blotting experiments were conducted to measure the expression levels of key proteins, and the pharmacodynamic results showed that FRP reduced liver injury. Metabolomics revealed that FRP significantly regulated the levels of 73 metabolites involving the glycerophospholipid metabolism, arachidonic acid metabolism, and alpha-linolenic acid metabolism pathways. Network pharmacology results suggested that INS, AKT1, and TNF may be potential targets, and Western blot experiments showed that FRP could alleviate ALD by activating the PI3K/AKT pathway. These results indicated that FRP could exert its therapeutic effect against ALD by regulating the PI3K/AKT signaling pathway, and establish a robust application foundation for further research.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0177,pubmed:33621669,HRS4_LIVER_DISEASE,Liver Injury After Dietary Supplements in Patients Living With HIV: A Call to Action.,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0178,pubmed:27142670,HRS4_LIVER_DISEASE,Severe Acute Hepatocellular Injury Attributed to OxyELITE Pro: A Case Series.,"BACKGROUND/AIM: Herbal and dietary supplement (HDS) hepatotoxicity is increasingly being reported in the USA. This case series describes the presenting clinical features and outcomes of seven patients with liver injury attributed to OxyELITE Pro enrolled in the Drug-Induced Liver Injury Network (DILIN) study.
METHODS: The 6-month outcomes of patients with hepatotoxicity attributed to OxyELITE Pro enrolled in the DILIN prospective registry between 2004 and 2015 are presented.
RESULTS: Six of the seven patients (86 %) presented in 2013 with symptoms of hepatitis and acute hepatocellular injury. The median duration of OxyELITE Pro use was 18 weeks (range 5-102 weeks). Median age was 36 years (range 28-62), 86 % were female, and 43 % were Asian. One patient had rash, none had eosinophilia, and three had antinuclear antibody reactivity. The median peak ALT was 2242 U/L, alkaline phosphatase 284 U/L and bilirubin 15.0 mg/dL. Six patients (86 %) were hospitalized, three developed acute liver failure and two underwent liver transplantation. DILIN causality scores for OxyELITE Pro were definite in 1, highly likely in 3, probable in 2, and possible in 1. Four of the five patients without liver transplant recovered completely within 6 months, while one patient had mild residual ALT elevations.
CONCLUSIONS: Seven cases of severe acute hepatocellular injury attributed to OxyELITE Pro are reported. These results reinforce the need to assess for HDS supplement use in patients presenting with unexplained acute hepatitis and point to the need for additional regulatory oversight of HDS products.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0179,pubmed:17266882,HRS4_LIVER_DISEASE,[Hepatotoxicity associated with Hypericum (St. John's wort)].,,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0180,pubmed:23277336,HRS5_ANTICOAGULATION,Potential serious interactions between nutraceutical ginseng and warfarin in patients with ischemic stroke.,,pubmed,title_only,"비타민 K 길항제, 직접경구항응고제 또는 헤파린을 사용하는 환자",식이보충제 또는 허브 보충제 병용,보충제 비병용 또는 기준 기간,"주요·경미 출혈, 혈전색전증, 응고검사 변화, 약물 상호작용","무작위시험, 코호트, 환자-대조군, 자기대조 연구, 증례군, 체계적 고찰"
v3ref-0181,pubmed:21174361,HRS4_LIVER_DISEASE,"[""Doing something good"" for the body? Definitely not! Liver damage caused by food supplements].",,pubmed,title_only,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
v3ref-0182,pubmed:19323340,HRS5_ANTICOAGULATION,Herbal supplements may require modifications of dental treatment.,,pubmed,title_only,"비타민 K 길항제, 직접경구항응고제 또는 헤파린을 사용하는 환자",식이보충제 또는 허브 보충제 병용,보충제 비병용 또는 기준 기간,"주요·경미 출혈, 혈전색전증, 응고검사 변화, 약물 상호작용","무작위시험, 코호트, 환자-대조군, 자기대조 연구, 증례군, 체계적 고찰"
v3ref-0183,pubmed:12391560,HRS4_LIVER_DISEASE,"Hepatoprotective and free radical scavenging activities of prenylflavonoids, coumarin, and stilbene from Morus alba.","Chemical investigation of the EtOH extract of Morus alba L. (Moraceae), as guided by free radical scavenging activity, furnished 5,7-dihydroxycoumarin 7-methyl ether (1), two prenylflavones, cudraflavone B (2) and cudraflavone C (3), and oxyresveratrol (4). Compounds 1 and 4 showed superoxide scavenging effects with the IC(50) values of 19.1 +/- 3.6 and 3.81 +/- 0.5 microM, respectively. Compound 4 exhibited a DPPH free radical scavenging effect (IC(50) = 23.4 +/- 1.5 microM). Compounds 2 and 4 showed hepatoprotective effects with EC(50) values of 10.3 +/- 0.42 and 32.3 +/- 2.62 micro, respectively, on tacrine-induced cytotoxicity in human liver-derived Hep G2 cells.",pubmed,abstract,기존 간질환이 있는 성인 또는 소아 환자,식이보충제 또는 허브 보충제 노출,비노출 또는 통상 관리,"약인성 간손상, 간기능 악화, 간부전, 입원","코호트, 환자-대조군, 약물감시 연구, 증례군, 체계적 고찰"
