report_id,record_id,pmid,question_ids,title,agent_provisional_study_id,agent_recommendation,linkage_evidence,trial_registration_ids,duplicate_cluster_ids,component_report_count,confidence,source_record_sha256,decision_authority,human_link_decision,human_study_id,verified_by,verified_at
RPT-PUBMED-707520,REC-PUBMED-707520,707520,B2,Pathogenesis of hypercalcemia in lymphosarcoma cell leukemia. Role of an osteoclast activating factor-like substance and a mechanism of action for glucocorticoid therapy.,AGENT-STUDY-EE302164CC77,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b1f7a4d9d5f5ee284f6b662b9dfecb10d606496a485757ea377670771ed79413,agent_prereview_only,,,,
RPT-PUBMED-709935,REC-PUBMED-709935,709935,B2,Short-term effects of varying doses of 1 alpha-hydroxyvitamin D3 on blood and urine chemistry and calcium absorption of osteoporotic patients.,AGENT-STUDY-AB8443E6DF6E,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,4ff74d981f446b04883cbbd0f228b25d75be702e01f364cd44f76c2d92dd510b,agent_prereview_only,,,,
RPT-PUBMED-721683,REC-PUBMED-721683,721683,B2,Hypercalcemia secondary to chronic renal failure in the dog: a report of four cases.,AGENT-STUDY-A7269D3CAA87,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,399489c3cb76464d768d9b68e3eb6848c4bd9a9b61bf7e1f6ae11cbaae968786,agent_prereview_only,,,,
RPT-PUBMED-725466,REC-PUBMED-725466,725466,B2,[Etiologic diagnosis of hypercalcemia. A study of 100 cases].,AGENT-STUDY-063680B62257,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b8871eaf22b7e215e0befbce1b2bb3c8112ab7037ba6e818cf9a4dc18e90f11f,agent_prereview_only,,,,
RPT-PUBMED-742836,REC-PUBMED-742836,742836,B2,[Hypoparathyroidism in adults (author's transl)].,AGENT-STUDY-A62608AAAE57,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,20c610a920edfd215e4dc0bd16536453110ae66c2ad8f7c79835eb2402f2230c,agent_prereview_only,,,,
RPT-PUBMED-744168,REC-PUBMED-744168,744168,B2,"Competitive protein binding assay for 1,25-dihydroxy-vitamin D in human plasma.",AGENT-STUDY-7BD5B7275A63,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8b1fd4e7b1fe1da030446e2401b062f957a0eb309c3c043fa49662d06e150fc0,agent_prereview_only,,,,
RPT-PUBMED-760859,REC-PUBMED-760859,760859,A1,Reduction of salivary tissue factor (thromboplastin) activity by warfarin therapy.,AGENT-STUDY-409CB0304327,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c29f236a3e5ac50dfcea0f3a7b5b2af0457e78e67806590571f109f2e21099f0,agent_prereview_only,,,,
RPT-PUBMED-812508,REC-PUBMED-812508,812508,B2,"The effect of disodium ethane-1-hydroxy-1,1-diphosphonate (EHDP) on a rabbit model of athero-arteriosclerosis.",AGENT-STUDY-D0C15F066BCF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6c1100c76e55b3b63a768b8d7d809bf55299d9b7808c8401c5aa3b4de114b2ac,agent_prereview_only,,,,
RPT-PUBMED-828536,REC-PUBMED-828536,828536,B2,"[Increase in the renal calcium-binding protein (CaBPr) in the presence of vitamin D in growing, phosphate deficient rats. Possible role in tubular calcium reabsorption].",AGENT-STUDY-FB79F45E7CF6,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,ae92a639719544bf4278369a95af905dd417a032e98765eea476b0a89bc1eeba,agent_prereview_only,,,,
RPT-PUBMED-832019,REC-PUBMED-832019,832019,B2,Rate of reversal of hypercalcaemia and hypercalciuria induced by vitamin D and its 1alpha-hydroxylated derivatives.,AGENT-STUDY-A9AF4A2F415B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,bee938ce427fea787effc15b118cb1306387b1bc125497e06f41581a5eaf9298,agent_prereview_only,,,,
RPT-PUBMED-846625,REC-PUBMED-846625,846625,B2,Vitamin D-induced hypercalcemia in experimental renal failure.,AGENT-STUDY-FB5EA15B096A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,aaf1f75a3b4ebee3377915bcf7742dd9942023148b5cc2b1ec6530fbba052f14,agent_prereview_only,,,,
RPT-PUBMED-852974,REC-PUBMED-852974,852974,B2,Effect of 1alpha-hydroxycholecalciferol in senile osteoporosis and in bone loss following prednisone treatment.,AGENT-STUDY-10A874044D0D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,625b39e7c34e88f95340213b2acb7152644345d8bedaacf90ad7fa02f34c791a,agent_prereview_only,,,,
RPT-PUBMED-869016,REC-PUBMED-869016,869016,B2,Ultrastructural evaluation of parathyroid glands and thyroid C cells of cattle fed Solanum malacoxylon.,AGENT-STUDY-B9BFD595F9B4,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,45cba0d63d847126261282c4d3e758b5f63cd830d5c1a83ff36351fcb68350ba,agent_prereview_only,,,,
RPT-PUBMED-873737,REC-PUBMED-873737,873737,B3,Excretion of 4-pyridoxic acid and oxalic acid in patients with urinary calculi.,AGENT-STUDY-D2ADEFD0F1F8,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,0be2726cb976feb0c06f24f728336dc372c0e3543a53bec90203e4ff9256e6cd,agent_prereview_only,,,,
RPT-PUBMED-878725,REC-PUBMED-878725,878725,A1,[Effect of drug therapy during pregnancy on the clotting potential of the newborn].,AGENT-STUDY-CC9CD0843025,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,37f4fa41f55c76233ba80067b92e94537c53999a464706de93de2dea295cb559,agent_prereview_only,,,,
RPT-PUBMED-885994,REC-PUBMED-885994,885994,B2,"The importance of phosphate in regulating plasma 1,25-(OH)2-vitamin D levels in humans: studies in healthy subjects in calcium-stone formers and in patients with primary hyperparathyroidism.",AGENT-STUDY-61A4F445FAED,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,cc4edf11883130ff93d4fe8e6cf4544bf7ec7e4329737fb9f9bb068a6fa08cfa,agent_prereview_only,,,,
RPT-PUBMED-903216,REC-PUBMED-903216,903216,B3,Inhibition of urease by miscellaneous ions and compounds. Implications for the therapy of infection-induced urolithiasis.,AGENT-STUDY-FD39F8EA2C4A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3a95246ea4c8e07cb5a8a50932300979b2821b11c49d151b8d7406cb20b627e8,agent_prereview_only,,,,
RPT-PUBMED-911605,REC-PUBMED-911605,911605,A1,The influence of age on the response to anticoagulants.,AGENT-STUDY-E555B6218BDA,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,8d9c23a5ca1f46b2f386b7d27988f2bdc054f3b9e66efa92f748864794e44555,agent_prereview_only,,,,
RPT-PUBMED-920247,REC-PUBMED-920247,920247,B3,Serum bile acids in man during vitamin C supplementation and restriction.,AGENT-STUDY-18EDDA82F4D7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2c5871e8189ee182ee1eb2d68fa7e791647d32ac7990d08b787eae01b1a5e7af,agent_prereview_only,,,,
RPT-PUBMED-932189,REC-PUBMED-932189,932189,B2,"Magnesium absorption in the human small intestine. Results in normal subjects, patients with chronic renal disease, and patients with absorptive hypercalciuria.",AGENT-STUDY-0729EAD52766,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,fb1d66de1dcd8283638985a34f5ccccb52ec60267154a12f52b3adb03df93249,agent_prereview_only,,,,
RPT-PUBMED-937074,REC-PUBMED-937074,937074,B2,Renal stones and coronary heart disease.,AGENT-STUDY-697D65CA1D76,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,fafd4be73207d70bae5279bf7225bd8900b7126a8a82f087ec87932f8300640b,agent_prereview_only,,,,
RPT-PUBMED-937880,REC-PUBMED-937880,937880,A1,Intravascular coagulation with use of human prothrombin complex concentrates.,AGENT-STUDY-443DBBB3F47B,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,f86d7bd61aa713cccb2c4232545e8fee853b5b78b8bb5cdffe24ddf003c3d17f,agent_prereview_only,,,,
RPT-PUBMED-942237,REC-PUBMED-942237,942237,A1,Clinical experience with an oral anticoagulant in children.,AGENT-STUDY-56735FE159F1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c3d34f67c3b1cc8ad055027f7954e6e21bedbaa39e697d77fdbc9ad9ff77ef95,agent_prereview_only,,,,
RPT-PUBMED-961464,REC-PUBMED-961464,961464,B2,L-alpha-hydroxycholecalciferol treatment of adults with chronic renal failure.,AGENT-STUDY-D3389EA21475,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a77de4e6de852b49f94288afda56e339ffbc8c29d6eca44cab53117149c224c9,agent_prereview_only,,,,
RPT-PUBMED-983804,REC-PUBMED-983804,983804,B2,Observations on the different calcium metabolic patterns in sarcoidosis. A metabolic and kinetic study.,AGENT-STUDY-01816456DF7F,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3c12ee673f7f40def097f19b6e133032d5727aa437b0143fd3b46a5a699d59d2,agent_prereview_only,,,,
RPT-PUBMED-993311,REC-PUBMED-993311,993311,B2,The lack of effect of chronic metabolic acidosis on 25-OH-vitamin D metabolism and serum parathyroid hormone in humans.,AGENT-STUDY-06EB94F25107,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,57d313baa8da4765861a4d3c2e68f04345693c289aa14071607c4b512a393044,agent_prereview_only,,,,
RPT-PUBMED-1013714,REC-PUBMED-1013714,1013714,B2,[Sporadic adult hypophosphatemic vitamin D resistant osteomalacia (phosphate diabetes) and hyperparathyroidism].,AGENT-STUDY-FC40CBBE5AA7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b2ddfd3014d63816f3a857cc0aea41a1187af693d10ae8392cd7e7e11972f358,agent_prereview_only,,,,
RPT-PUBMED-1089817,REC-PUBMED-1089817,1089817,B3,Ascorbic acid and the common cold. Evaluation of its efficacy and toxicity.,AGENT-STUDY-A9571E881FD7,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,916fca1f25f5ab3c8bf70cb89edebd366d8744d44f8843d3a08c9af2715177cc,agent_prereview_only,,,,
RPT-PUBMED-1090150,REC-PUBMED-1090150,1090150,B2,Calcium metabolism in renal failure.,AGENT-STUDY-7B02C789AB16,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a814555ea033b91839fac8f6fda97edfd02cfc865d2ce6c41022ff89c8f2f2c6,agent_prereview_only,,,,
RPT-PUBMED-1094256,REC-PUBMED-1094256,1094256,B2,"[A case of sarcoidosis with simultaneous primary hyperparathyroidism, coincedence or consequnce?].",AGENT-STUDY-988F14ACA364,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d0de58faa3b478a262687bdc06e96df9a9b9ee875f666efe0b0192bb3d1f0ee8,agent_prereview_only,,,,
RPT-PUBMED-1104994,REC-PUBMED-1104994,1104994,B2,[Hypo and hypercalcemia as an emergency].,AGENT-STUDY-9ED50E9E5760,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,9a2b184987d928918e012cdbd38d5f84deff59e19ca4a587b5791cb8c4600acc,agent_prereview_only,,,,
RPT-PUBMED-1112096,REC-PUBMED-1112096,1112096,B2,"Hypercalcemia and calcinosis in Florida horses: implication of the shrub, Cestrum diurnum, as the causative agent.",AGENT-STUDY-422695E8D539,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,49404333bec3bb4b4cb5750bd0fdcef718092caf95da49881a118783a80e6f09,agent_prereview_only,,,,
RPT-PUBMED-1115441,REC-PUBMED-1115441,1115441,B2,Vitamin D intoxication in an anephric child.,AGENT-STUDY-0A503968D2D1,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,6e87af9bf16df4074dd7f05a329173942d9093cfe58ad7d7ba9b709dd9ebdd85,agent_prereview_only,,,,
RPT-PUBMED-1117414,REC-PUBMED-1117414,1117414,B3,The treatment of ethylene glycol toxicosis with pyrazole.,AGENT-STUDY-442B8A27F13C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,5c0c7cd009dea34557daad09c1a612806e8c90c0a9f4b3c94ebb6dbd420dfc3b,agent_prereview_only,,,,
RPT-PUBMED-1138547,REC-PUBMED-1138547,1138547,B2,Pseudohypoparathyroidism. Disappearance of the resistance to parathyroid extract during treatment with vitamin D.,AGENT-STUDY-08C3BDEF2F3A,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,47d15d41fbd6448a8a85c117a6c28abfaa464ab114a7e9e95d93d3c8e995848d,agent_prereview_only,,,,
RPT-PUBMED-1154370,REC-PUBMED-1154370,1154370,B1,Histochemical studies of pancreatic calculi.,AGENT-STUDY-91917DC7199C,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,99438aba690353e452558621ead0badcf3c05e5f006352d1eff62060862d29b6,agent_prereview_only,,,,
RPT-PUBMED-1163676,REC-PUBMED-1163676,1163676,B2,"Phosphatemic action of 1,25-dihydroxyvitamin D3.",AGENT-STUDY-149603A67AAF,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,d96748ec29c9ec6c6405e202be133621eb7278abd467ba8c7e3d9b81143a1936,agent_prereview_only,,,,
RPT-PUBMED-1245477,REC-PUBMED-1245477,1245477,A1,A new vitamin K-dependent protein. Purification from bovine plasma and preliminary characterization.,AGENT-STUDY-F7F52EC9005D,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,53be26f5a0632fc18a182e8db68580b84abaf0f74bbd041a1b10a619e9f8bfc3,agent_prereview_only,,,,
RPT-PUBMED-1259282,REC-PUBMED-1259282,1259282,B3,Ascorbic acid-induced uricosuria. A consequency of megavitamin therapy.,AGENT-STUDY-914540331172,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c3dc7307f5203d34f910b5d016969af306489b3450fe012c4b0babd4faa28a2a,agent_prereview_only,,,,
RPT-PUBMED-1270584,REC-PUBMED-1270584,1270584,B2,Cortisol-dihydrotachysterol antagonism in a patient with hypoparathyroidism and adrenal insufficiency: apparent inhibition of bone resorption.,AGENT-STUDY-C1C511824FDC,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,7d740e8b79c0177c8fdf8b00e188ee4d33a9611648ed84da5ae0d7580c98db2c,agent_prereview_only,,,,
RPT-PUBMED-1295713,REC-PUBMED-1295713,1295713,B2,The possible use of bisphosphonates in the treatment of renal osteodystrophy.,AGENT-STUDY-B203F94A9A99,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,c158bc6da1b49e5c23896b06ee1447dec3a6bef8b4a1ce475e854c4a7918c2a9,agent_prereview_only,,,,
RPT-PUBMED-1311865,REC-PUBMED-1311865,1311865,B2,[Vitamin D poisoning in infants: a preventable cause of hypercalciuria and nephrocalcinosis].,AGENT-STUDY-19170EEA29A2,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,529285ead027c22827f53a678c0c09bf9625668525dc9cf1df8d99b109cb505d,agent_prereview_only,,,,
RPT-PUBMED-1313547,REC-PUBMED-1313547,1313547,B2,Hypervitaminosis D associated with drinking milk.,AGENT-STUDY-990B6F7F60B6,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,b84f0223805af3cf9a1870ef27c2f703d6c60d20801db22dc3ad9d05ac38d898,agent_prereview_only,,,,
RPT-PUBMED-1315257,REC-PUBMED-1315257,1315257,B2,"Responsiveness of the intestinal 1,25-dihydroxyvitamin D3 receptor to magnesium depletion in the rat.",AGENT-STUDY-60788B1A2749,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,2383d5931ce52d7af1bb41d0f9c04e825a4bb3eb1fe9f9794542c696e0878f0a,agent_prereview_only,,,,
RPT-PUBMED-1322424,REC-PUBMED-1322424,1322424,B2,A comparison of the in vivo biochemical responses to exogenous parathyroid hormone-(1-34) [PTH-(1-34)] and PTH-related peptide-(1-34) in man.,AGENT-STUDY-095831CC3C7E,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a3e99fb6d0f7a0da93cd11d6f81a24ed66e6062cd9158796d19d38bee6bbd529,agent_prereview_only,,,,
RPT-PUBMED-1322674,REC-PUBMED-1322674,1322674,B2,Effect of pamidronate in a rat hypercalcemia model induced by cholecalciferol.,AGENT-STUDY-628C14B89CF5,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,64316722f788de20188e8b1c16f7b2d9d782d98cb88593872b1de0bf3cf49128,agent_prereview_only,,,,
RPT-PUBMED-1332634,REC-PUBMED-1332634,1332634,B2,Cardiovascular risk factors during estrogen-norethindrone and cholecalciferol treatment.,AGENT-STUDY-1A6FC0D13FB6,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,aabaed5ed0c57e3dd1cbbed9a83ba1195ae229639aa0fa582b02f3039d13b606,agent_prereview_only,,,,
RPT-PUBMED-1333655,REC-PUBMED-1333655,1333655,B2,Synthesis and biological activities of 8(14)a-homocalcitriol.,AGENT-STUDY-4DF83F7E0821,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,00e3c46ecfcb9baae4282b6ff19384e97c4a33ecb101aff6e84c95a91c6d3342,agent_prereview_only,,,,
RPT-PUBMED-1333682,REC-PUBMED-1333682,1333682,B2,[A case of idiopathic hypercalcemia (hypersensitivity to vitamin D 3].,AGENT-STUDY-ED5CCA6C8466,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,863a916889cdf0afe5c384bafb940c9a9d6dc2912c0e88cf35ec388455b4b922,agent_prereview_only,,,,
RPT-PUBMED-1335376,REC-PUBMED-1335376,1335376,B2,"A protective role of 1,25-dihydroxyvitamin D3 in chemically induced rat colon carcinogenesis.",AGENT-STUDY-4C94A895F5D9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,a72f023563b723f665d5ba359e5210438b2f8f8f19136f8c36b3853485c43ae1,agent_prereview_only,,,,
RPT-PUBMED-1336532,REC-PUBMED-1336532,1336532,B2,[A report on two siblings with vitamin D resistant rickets treated with 1 alpha-hydroxy-vitamin D3 until completion of the growth].,AGENT-STUDY-1683313AFCA0,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,45e0380985a29bd5fecf2e598fd69f5cdbd73febb628adf07217bde0f07f640d,agent_prereview_only,,,,
RPT-PUBMED-1337262,REC-PUBMED-1337262,1337262,B2,Psoriasis treatment with vitamin D derivatives.,AGENT-STUDY-1DC818B11771,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,3624e5441cd1e53bbe2c9310a805e072917ed854bbb9a7dfec3bd50911b51bda,agent_prereview_only,,,,
RPT-PUBMED-1345536,REC-PUBMED-1345536,1345536,B2,Growth rate in children with vitamin-D-dependent rickets in relation to 1-alpha-hydroxyvitamin D3 dosage.,AGENT-STUDY-CD4E16B5F0B9,provisional_single_report_study_needs_validation,no_explicit_cross_report_link_detected,,,1,low,282fb513215ae66c1d9ff25e92af63ab56b74e5a93f4c4d86fd3370ea6991293,agent_prereview_only,,,,
