link_candidate_id,nct_id,registry_record_id,pmid,pubmed_record_id,reference_type,registry_question_ids,registry_title,pubmed_title,pubmed_doi,agent_recommendation,recommendation_reason,pubmed_in_search_corpus,source_context_sha256,decision_authority,human_link_decision,verified_by,verified_at
LINK-CTGOV-NCT00472823-PMID-16960175,NCT00472823,REC-CTGOV-NCT00472823,16960175,REC-PUBMED-16960175,BACKGROUND,B1|B2,Vitamin D Supplementation in Older Women,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,8f66ecaeffc80d7c6fea5eb2aed3b467c216cb7ad16f33539ac37f18125501d1,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-22431675,NCT00472823,REC-CTGOV-NCT00472823,22431675,REC-PUBMED-22431675,DERIVED,B1|B2,Vitamin D Supplementation in Older Women,Dose response to vitamin D supplementation in postmenopausal women: a randomized trial.,10.7326/0003-4819-156-6-201203200-00005,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,0e5d657bf57c53143abf9b6e886707583c9bbcaf71f403f4707284b05a6da713,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-23386641,NCT00472823,REC-CTGOV-NCT00472823,23386641,REC-PUBMED-23386641,DERIVED,B1|B2,Vitamin D Supplementation in Older Women,Effects of vitamin D supplementation in older African American women.,10.1210/jc.2012-3106,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,90ccba75344a0ecb4eae05008d2626bc6de850b8dc804467c101b101431c0a66,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-24166866,NCT00472823,REC-CTGOV-NCT00472823,24166866,REC-PUBMED-24166866,DERIVED,B1|B2,Vitamin D Supplementation in Older Women,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,af6160c1e58a9ad4605f1023d7abe80976ee20760a60add0b2602881d0b8cb5e,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-24937025,NCT00472823,REC-CTGOV-NCT00472823,24937025,REC-PUBMED-24937025,DERIVED,B1|B2,Vitamin D Supplementation in Older Women,Incidence of hypercalciuria and hypercalcemia during vitamin D and calcium supplementation in older women.,10.1097/gme.0000000000000270,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,true,3f48a37ea1a2d451d98faf9398d8291ce567c7b72899be2491d1d60ff88c361b,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-30137647,NCT00472823,REC-CTGOV-NCT00472823,30137647,REC-PUBMED-30137647,DERIVED,B1|B2,Vitamin D Supplementation in Older Women,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,ea497e0fdd9f852c863b426662ef63c8f37a7ac124235d3fd85645194c122f89,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-31215092,NCT00472823,REC-CTGOV-NCT00472823,31215092,REC-PUBMED-31215092,DERIVED,B1|B2,Vitamin D Supplementation in Older Women,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,e081928e64f47724260ebe86cbeab91f8aa637b39aaab725a077ad031e927a40,agent_prereview_only,,,
LINK-CTGOV-NCT00472823-PMID-9525348,NCT00472823,REC-CTGOV-NCT00472823,9525348,REC-PUBMED-9525348,BACKGROUND,B1|B2,Vitamin D Supplementation in Older Women,,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,459bff1de9d45ac0d15e6bc0bac23ba32699579a5dd5904285a22d24907ad728,agent_prereview_only,,,
LINK-CTGOV-NCT00552084-PMID-25465932,NCT00552084,REC-CTGOV-NCT00552084,25465932,REC-PUBMED-25465932,DERIVED,A2,Evaluating the Effectiveness of Fish Oil Supplements at Reducing the Recurrence of Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,2c0f245b1acaf99e5eae21e227adf4e9b5d4ae06c0832af7c2c94a60acc86ddc,agent_prereview_only,,,
LINK-CTGOV-NCT00581828-PMID-18302509,NCT00581828,REC-CTGOV-NCT00581828,18302509,REC-PUBMED-18302509,BACKGROUND,B2,Does Treatment of Hypovitaminosis D Increase Calcium Absorption?,Vitamin D insufficiency: disease or no disease?,10.1359/jbmr.080230,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,d8f878717ab31ee2ffb4864bbe86ccd3b0b6332c5a00c92dff3e9e3890340493,agent_prereview_only,,,
LINK-CTGOV-NCT00597220-PMID-19249410,NCT00597220,REC-CTGOV-NCT00597220,19249410,REC-PUBMED-19249410,DERIVED,A2,Randomized Trial to Assess Efficacy of PUFA for the Maintenance of Sinus Rhythm in Persistent Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,5228b2744e1d5e7e2d29b92a64edc3ca0903992af0672af48c1a43e37da5a565,agent_prereview_only,,,
LINK-CTGOV-NCT00597220-PMID-23265344,NCT00597220,REC-CTGOV-NCT00597220,23265344,REC-PUBMED-23265344,DERIVED,A2,Randomized Trial to Assess Efficacy of PUFA for the Maintenance of Sinus Rhythm in Persistent Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,1b73604e8dac5d64bed8bea9d75a531feba2c9f49be30aa3c9bd189895e43e0e,agent_prereview_only,,,
LINK-CTGOV-NCT00800137-PMID-23659733,NCT00800137,REC-CTGOV-NCT00800137,23659733,REC-PUBMED-23659733,RESULT,A1,Bridge or Continue Coumadin for Device Surgery Randomized Controlled Trial,,,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,false,3ce3044695913b98f29fbd63e03edcb198b9f4e989668f8c3a267ab0c862fd4b,agent_prereview_only,,,
LINK-CTGOV-NCT00800137-PMID-26988951,NCT00800137,REC-CTGOV-NCT00800137,26988951,REC-PUBMED-26988951,DERIVED,A1,Bridge or Continue Coumadin for Device Surgery Randomized Controlled Trial,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,94a12654fecdca5b4cd93acb259794cb3e13b83a596358e222a9dece235c63bd,agent_prereview_only,,,
LINK-CTGOV-NCT00800137-PMID-31056413,NCT00800137,REC-CTGOV-NCT00800137,31056413,REC-PUBMED-31056413,DERIVED,A1,Bridge or Continue Coumadin for Device Surgery Randomized Controlled Trial,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,73ca04304b9c36ab5fd8dbc370d802c4ede91b8c9f9194d4bfd4b840075434fb,agent_prereview_only,,,
LINK-CTGOV-NCT00800137-PMID-31610718,NCT00800137,REC-CTGOV-NCT00800137,31610718,REC-PUBMED-31610718,DERIVED,A1,Bridge or Continue Coumadin for Device Surgery Randomized Controlled Trial,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,779abc5dbee36b14768169015f7b7607d245503708f6f7193f6e017961a39bc4,agent_prereview_only,,,
LINK-CTGOV-NCT00868712-PMID-19847375,NCT00868712,REC-CTGOV-NCT00868712,19847375,REC-PUBMED-19847375,RESULT,A1,Warfarin and Coronary Calcification Project,Does prolonged warfarin exposure potentiate coronary calcification in humans? Results of the warfarin and coronary calcification study.,10.1007/s00223-009-9300-4,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,true,3064b4051ea8fdef03122b84903ac30cc03788ac43608574e5e84d23e2741c80,agent_prereview_only,,,
LINK-CTGOV-NCT00905229-PMID-14609783,NCT00905229,REC-CTGOV-NCT00905229,14609783,REC-PUBMED-14609783,BACKGROUND,A1,Comparing Different Routes and Doses of Phytonadione (Vitamin K) for Reversing Warfarin Treated Patients With Hip Fracture Before Surgery,Comparison of oral vs intravenous phytonadione (vitamin K1) in patients with excessive anticoagulation: a prospective randomized controlled study.,10.1001/archinte.163.20.2469,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,bac5554a84a3b116b8cab6f5f4f81c9121d64fa3c055825174c2619dc3a36da6,agent_prereview_only,,,
LINK-CTGOV-NCT00905229-PMID-16214475,NCT00905229,REC-CTGOV-NCT00905229,16214475,REC-PUBMED-16214475,BACKGROUND,A1,Comparing Different Routes and Doses of Phytonadione (Vitamin K) for Reversing Warfarin Treated Patients With Hip Fracture Before Surgery,Anticoagulation management in hip fracture patients on warfarin.,10.1016/j.injury.2005.05.004,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,045edb039f12784650ac29b9506e5f7f9b83beca8b9393b7b6e92bf49972ec05,agent_prereview_only,,,
LINK-CTGOV-NCT00905229-PMID-18574265,NCT00905229,REC-CTGOV-NCT00905229,18574265,REC-PUBMED-18574265,BACKGROUND,A1,Comparing Different Routes and Doses of Phytonadione (Vitamin K) for Reversing Warfarin Treated Patients With Hip Fracture Before Surgery,Pharmacology and management of the vitamin K antagonists: American College of Chest Physicians Evidence-Based Clinical Practice Guidelines (8th Edition).,10.1378/chest.08-0670,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,4070ee8c92102b9c519e25dc8e51147d65495c347c1b6512ec56c06ac2af51d0,agent_prereview_only,,,
LINK-CTGOV-NCT00928915-PMID-21557816,NCT00928915,REC-CTGOV-NCT00928915,21557816,REC-PUBMED-21557816,BACKGROUND,A1,International Normalized Ratio (INR) Normalization in Coumadin Associated Intracerebral Haemorrhage,International normalised ratio normalisation in patients with coumarin-related intracranial haemorrhages--the INCH trial: a randomised controlled multicentre trial to compare safety and preliminary efficacy of fresh frozen plasma and prothrombin complex--study design and protocol.,10.1111/j.1747-4949.2010.00560.x,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,9c11a21d72b1d92126f86957f92fc2fd89c72d028b57a2ebc5e71a24c234e131,agent_prereview_only,,,
LINK-CTGOV-NCT00928915-PMID-27302126,NCT00928915,REC-CTGOV-NCT00928915,27302126,REC-PUBMED-27302126,RESULT,A1,International Normalized Ratio (INR) Normalization in Coumadin Associated Intracerebral Haemorrhage,Fresh frozen plasma versus prothrombin complex concentrate in patients with intracranial haemorrhage related to vitamin K antagonists (INCH): a randomised trial.,10.1016/s1474-4422(16)00110-1,strong_link_candidate_needs_validation,등록자료의 결과 참고문헌으로 명시되어 해당 임상시험 보고서일 가능성이 높습니다.,true,49e2b3ac954e3f7738073856a9f5efc4ba433306df5e2e94036b335ac1ef7378,agent_prereview_only,,,
LINK-CTGOV-NCT00928915-PMID-37870112,NCT00928915,REC-CTGOV-NCT00928915,37870112,REC-PUBMED-37870112,DERIVED,A1,International Normalized Ratio (INR) Normalization in Coumadin Associated Intracerebral Haemorrhage,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,75f1bf850f3aa3494347016946f4fab5d659957384dd323d11fcf759f115e483,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-12484710,NCT00954395,REC-CTGOV-NCT00954395,12484710,REC-PUBMED-12484710,BACKGROUND,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,170a48880601f100dc273b6d7a34380cf63fb45404227addfa090abd8cad8437,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-16270475,NCT00954395,REC-CTGOV-NCT00954395,16270475,REC-PUBMED-16270475,BACKGROUND,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,aa7c0f600e1c8e00054347384bef0d3b51d2759e0bf6d4127bc068516ed1a61b,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-17065639,NCT00954395,REC-CTGOV-NCT00954395,17065639,REC-PUBMED-17065639,BACKGROUND,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),D-dimer testing to determine the duration of anticoagulation therapy.,10.1056/nejmoa054444,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,52f24bbc9604a655b05ed43f98cb9ed0d240c843127f8ecc7d7d7f935fbb1f73,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-18443269,NCT00954395,REC-CTGOV-NCT00954395,18443269,REC-PUBMED-18443269,BACKGROUND,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),,,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,false,cc7970e1cc73e7f7dcb3297b8c0b524ed83fa08bb7c9ddb4c57c629f559cf23e,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-18574272,NCT00954395,REC-CTGOV-NCT00954395,18574272,REC-PUBMED-18574272,BACKGROUND,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),Antithrombotic therapy for venous thromboembolic disease: American College of Chest Physicians Evidence-Based Clinical Practice Guidelines (8th Edition).,10.1378/chest.08-0658,likely_background_not_study_report_needs_validation,배경 참고문헌으로 분류되어 해당 등록시험 보고서가 아닐 가능성이 높지만 사람이 확인해야 합니다.,true,debff5c0c01cbf16b68935b7b089c03f2a353ca9007762be8f8da0ef85223809,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-24879813,NCT00954395,REC-CTGOV-NCT00954395,24879813,REC-PUBMED-24879813,DERIVED,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,0a40054f605771e5c1cc78a0edd8eab2862ceb29531541ac27c2e8e63ae1bb5f,agent_prereview_only,,,
LINK-CTGOV-NCT00954395-PMID-26917615,NCT00954395,REC-CTGOV-NCT00954395,26917615,REC-PUBMED-26917615,DERIVED,A1,DULCIS (D-dimer and ULtrasonography in Combination Italian Study),,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,77d383be73dc434a48c4e76f1bdeef7821e94552bb32d8f2ed2bffbe51d7c9d7,agent_prereview_only,,,
LINK-CTGOV-NCT00970489-PMID-21742090,NCT00970489,REC-CTGOV-NCT00970489,21742090,REC-PUBMED-21742090,DERIVED,A2,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,6c164f91d235326dd0540990a863824d16b9d8a6d6327698f950cd4245e945cb,agent_prereview_only,,,
LINK-CTGOV-NCT00970489-PMID-23128104,NCT00970489,REC-CTGOV-NCT00970489,23128104,REC-PUBMED-23128104,DERIVED,A2,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,59bd5d47bd07e2af7bff884ae3ac3c7a93844d9515a5af19c38994d0517c3842,agent_prereview_only,,,
LINK-CTGOV-NCT00970489-PMID-24145742,NCT00970489,REC-CTGOV-NCT00970489,24145742,REC-PUBMED-24145742,DERIVED,A2,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,7e6d9d8fc4d7923cfcb7f5d735aaecca587a24dda7b88e5ef9a44c8dd8a98a87,agent_prereview_only,,,
LINK-CTGOV-NCT00970489-PMID-25994442,NCT00970489,REC-CTGOV-NCT00970489,25994442,REC-PUBMED-25994442,DERIVED,A2,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,d229b64ffaa50b8787f77ae8c8089c4317c5dc0ada37b576b9f99b3f4050914d,agent_prereview_only,,,
LINK-CTGOV-NCT00970489-PMID-29546292,NCT00970489,REC-CTGOV-NCT00970489,29546292,REC-PUBMED-29546292,DERIVED,A2,Omega-3 Fatty Acids for Prevention of Post-Operative Atrial Fibrillation,,,probable_link_candidate_needs_validation,등록자료의 파생 참고문헌이지만 결과 보고서·후속 분석·도구 논문을 사람이 구분해야 합니다.,false,8444aa524685218ffc6cdd4689da2273598b1947441a35a2e2bbd8efd93d51db,agent_prereview_only,,,
